filename,x_from,y_from,width,height,sign_class,sign_id
autosave01_02_2012_12_07_55.jpg,702,402,16,16,8_13,880
autosave01_02_2012_12_07_56.jpg,712,372,26,27,2_1,879
autosave01_02_2012_12_07_56.jpg,717,399,20,20,8_13,880
autosave01_02_2012_12_07_57.jpg,731,357,35,36,2_1,879
autosave01_02_2012_12_07_57.jpg,737,393,27,26,8_13,880
autosave01_02_2012_12_07_58.jpg,785,313,52,54,2_1,879
autosave01_02_2012_12_07_58.jpg,794,367,39,38,8_13,880
autosave01_02_2012_12_07_59.jpg,893,217,96,87,2_1,879
autosave01_02_2012_12_07_59.jpg,911,306,70,64,8_13,880
autosave01_02_2012_12_07_59.jpg,1022,264,22,40,5_19_1,881
autosave01_02_2012_12_08_00.jpg,1165,213,41,64,5_19_1,881
autosave01_02_2012_12_08_00.jpg,1038,346,20,28,5_19_1,882
autosave01_02_2012_12_08_01.jpg,1026,342,23,31,5_19_1,882
autosave01_02_2012_12_08_01.jpg,335,378,18,19,3_4_1,883
autosave01_02_2012_12_08_03.jpg,596,343,37,49,5_19_1,882
autosave01_02_2012_12_08_04.jpg,61,314,55,83,5_19_1,882
autosave01_02_2012_12_08_13.jpg,664,365,26,24,1_12_2,884
autosave01_02_2012_12_08_14.jpg,722,303,46,45,1_12_2,884
autosave01_02_2012_12_08_15.jpg,1019,25,132,137,1_12_2,884
autosave01_02_2012_12_08_16.jpg,1030,338,16,21,5_19_1,885
autosave01_02_2012_12_08_17.jpg,1228,297,24,29,5_19_1,885
autosave01_02_2012_12_08_19.jpg,842,319,19,22,3_1,886
autosave01_02_2012_12_08_19.jpg,317,400,16,21,5_19_1,887
autosave01_02_2012_12_08_20.jpg,1092,266,33,33,3_1,886
autosave01_02_2012_12_08_20.jpg,395,389,21,24,5_19_1,887
autosave01_02_2012_12_08_21.jpg,498,370,26,31,5_19_1,887
autosave01_02_2012_12_08_22.jpg,683,330,37,43,5_19_1,887
autosave01_02_2012_12_08_23.jpg,1075,197,75,83,5_19_1,887
autosave01_02_2012_12_08_28.jpg,191,422,17,16,1_23,888
autosave01_02_2012_12_08_29.jpg,139,398,17,19,1_23,888
autosave01_02_2012_12_08_30.jpg,39,398,20,22,1_23,888
autosave01_02_2012_12_08_30.jpg,773,361,22,22,1_23,889
autosave01_02_2012_12_08_31.jpg,814,335,29,32,1_23,889
autosave01_02_2012_12_08_31.jpg,997,345,18,19,5_19_1,890
autosave01_02_2012_12_08_32.jpg,863,287,46,46,1_23,889
autosave01_02_2012_12_08_32.jpg,1056,314,27,26,5_19_1,890
autosave01_02_2012_12_08_33.jpg,976,192,86,78,1_23,889
autosave01_02_2012_12_08_33.jpg,1138,286,38,36,5_19_1,890
autosave01_02_2012_12_08_34.jpg,1174,265,53,46,5_19_1,890
autosave01_02_2012_12_08_34.jpg,848,351,16,16,5_19_1,891
autosave01_02_2012_12_08_35.jpg,1199,204,80,75,5_19_1,890
autosave01_02_2012_12_08_35.jpg,675,367,20,19,5_19_1,891
autosave01_02_2012_12_08_36.jpg,500,358,24,25,5_19_1,891
autosave01_02_2012_12_08_37.jpg,342,336,35,36,5_19_1,891
autosave01_02_2012_12_08_38.jpg,85,248,58,62,5_19_1,891
autosave01_02_2012_12_09_27.jpg,635,377,18,19,5_19_1,892
autosave01_02_2012_12_09_29.jpg,671,332,34,39,5_19_1,892
autosave01_02_2012_12_09_29.jpg,382,367,25,27,5_19_1,893
autosave01_02_2012_12_09_30.jpg,700,263,53,54,5_19_1,892
autosave01_02_2012_12_09_30.jpg,293,347,34,36,5_19_1,893
autosave01_02_2012_12_09_31.jpg,920,63,121,120,5_19_1,892
autosave01_02_2012_12_09_31.jpg,208,311,44,51,5_19_1,893
autosave01_02_2012_12_10_09.jpg,738,362,20,17,1_23,894
autosave01_02_2012_12_10_09.jpg,741,380,16,16,3_24_n40,895
autosave01_02_2012_12_10_10.jpg,787,364,24,21,1_23,894
autosave01_02_2012_12_10_10.jpg,790,386,20,19,3_24_n40,895
autosave01_02_2012_12_10_11.jpg,849,322,33,28,1_23,894
autosave01_02_2012_12_10_11.jpg,856,351,26,25,3_24_n40,895
autosave01_02_2012_12_10_12.jpg,955,272,49,41,1_23,894
autosave01_02_2012_12_10_12.jpg,963,315,39,37,3_24_n40,895
autosave01_02_2012_12_10_34.jpg,801,321,28,27,1_23,896
autosave01_02_2012_12_10_35.jpg,853,310,36,33,1_23,896
autosave01_02_2012_12_10_35.jpg,856,344,33,17,8_2_1,897
autosave01_02_2012_12_10_36.jpg,957,276,47,46,1_23,896
autosave01_02_2012_12_10_37.jpg,1176,178,73,65,1_23,896
autosave01_02_2012_12_10_37.jpg,1181,246,67,32,8_2_1,897
autosave01_02_2012_12_10_39.jpg,754,371,21,23,2_1,898
autosave01_02_2012_12_10_40.jpg,781,352,25,27,2_1,898
autosave01_02_2012_12_10_41.jpg,785,327,31,33,2_1,898
autosave01_02_2012_12_10_41.jpg,719,357,16,18,5_19_1,899
autosave01_02_2012_12_10_42.jpg,789,325,36,37,2_1,898
autosave01_02_2012_12_10_42.jpg,703,362,19,21,5_19_1,899
autosave01_02_2012_12_10_43.jpg,815,305,45,45,2_1,898
autosave01_02_2012_12_10_43.jpg,706,353,22,24,5_19_1,899
autosave01_02_2012_12_10_44.jpg,865,255,59,61,2_1,898
autosave01_02_2012_12_10_44.jpg,719,329,27,30,5_19_1,899
autosave01_02_2012_12_10_45.jpg,1033,181,83,82,2_1,898
autosave01_02_2012_12_10_46.jpg,477,374,20,20,5_19_1,900
autosave01_02_2012_12_10_47.jpg,481,380,19,20,5_19_1,900
autosave01_02_2012_12_10_48.jpg,473,368,19,20,5_19_1,900
autosave01_02_2012_12_10_49.jpg,441,368,22,23,5_19_1,900
autosave01_02_2012_12_10_49.jpg,1014,312,19,30,5_16,901
autosave01_02_2012_12_10_50.jpg,359,377,25,26,5_19_1,900
autosave01_02_2012_12_10_50.jpg,991,325,22,34,5_16,901
autosave01_02_2012_12_10_51.jpg,258,347,30,30,5_19_1,900
autosave01_02_2012_12_10_51.jpg,958,284,24,38,5_16,901
autosave01_02_2012_12_10_52.jpg,173,365,34,33,5_19_1,900
autosave01_02_2012_12_10_52.jpg,951,307,24,40,5_16,901
autosave01_02_2012_12_10_53.jpg,94,362,37,36,5_19_1,900
autosave01_02_2012_12_10_53.jpg,968,297,27,44,5_16,901
autosave01_02_2012_12_10_54.jpg,14,341,46,42,5_19_1,900
autosave01_02_2012_12_10_54.jpg,1023,275,31,53,5_16,901
autosave01_02_2012_12_10_55.jpg,1113,233,36,62,5_16,901
autosave01_02_2012_12_11_23.jpg,636,353,23,23,2_1,902
autosave01_02_2012_12_11_24.jpg,660,329,30,33,2_1,902
autosave01_02_2012_12_11_25.jpg,683,280,44,45,2_1,902
autosave01_02_2012_12_11_25.jpg,695,335,22,33,5_20,903
autosave01_02_2012_12_11_26.jpg,788,240,49,72,5_20,903
autosave01_02_2012_12_11_27.jpg,900,96,92,126,5_20,903
autosave01_02_2012_12_11_44.jpg,1122,220,70,64,5_20,904
autosave01_02_2012_12_11_45.jpg,1137,147,93,89,5_20,904
autosave01_02_2012_12_12_24.jpg,617,391,17,16,2_1,905
autosave01_02_2012_12_12_25.jpg,593,378,19,19,2_1,905
autosave01_02_2012_12_12_26.jpg,612,376,23,22,2_1,905
autosave01_02_2012_12_12_26.jpg,618,399,17,18,8_13,906
autosave01_02_2012_12_12_27.jpg,672,376,27,27,2_1,905
autosave01_02_2012_12_12_27.jpg,676,405,22,22,8_13,906
autosave01_02_2012_12_12_28.jpg,707,354,31,30,2_1,905
autosave01_02_2012_12_12_28.jpg,713,386,26,26,8_13,906
autosave01_02_2012_12_12_29.jpg,772,326,40,43,2_1,905
autosave01_02_2012_12_12_29.jpg,779,369,33,32,8_13,906
autosave01_02_2012_12_12_30.jpg,875,251,70,65,2_1,905
autosave01_02_2012_12_12_30.jpg,888,316,50,49,8_13,906
autosave01_02_2012_12_12_48.jpg,701,387,26,25,1_17,907
autosave01_02_2012_12_12_49.jpg,746,344,36,35,1_23,908
autosave01_02_2012_12_12_49.jpg,751,379,36,35,1_17,907
autosave01_02_2012_12_12_51.jpg,628,392,20,21,5_19_1,909
autosave01_02_2012_12_12_52.jpg,660,363,26,25,5_19_1,909
autosave01_02_2012_12_12_53.jpg,666,322,34,35,5_19_1,909
autosave01_02_2012_12_12_54.jpg,722,265,53,55,5_19_1,909
autosave01_02_2012_12_12_54.jpg,305,390,25,25,5_19_1,910
autosave01_02_2012_12_12_55.jpg,878,180,89,92,5_19_1,909
autosave01_02_2012_12_12_55.jpg,297,386,27,30,5_19_1,910
autosave01_02_2012_12_12_55.jpg,616,378,22,23,1_23,911
autosave01_02_2012_12_12_55.jpg,616,403,17,16,3_24_n40,912
autosave01_02_2012_12_12_56.jpg,252,359,33,34,5_19_1,910
autosave01_02_2012_12_12_56.jpg,642,342,28,26,1_23,911
autosave01_02_2012_12_12_56.jpg,645,371,21,20,3_24_n40,912
autosave01_02_2012_12_12_57.jpg,171,339,43,45,5_19_1,910
autosave01_02_2012_12_12_57.jpg,673,322,34,35,1_23,911
autosave01_02_2012_12_12_57.jpg,675,359,26,25,3_24_n40,912
autosave01_02_2012_12_12_58.jpg,0,285,63,62,5_19_1,910
autosave01_02_2012_12_12_58.jpg,702,269,44,44,1_23,911
autosave01_02_2012_12_12_58.jpg,706,315,32,32,3_24_n40,912
autosave01_02_2012_12_12_59.jpg,726,204,60,62,1_23,911
autosave01_02_2012_12_12_59.jpg,733,268,46,45,3_24_n40,912
autosave01_02_2012_12_13_00.jpg,783,151,78,81,1_23,911
autosave01_02_2012_12_13_00.jpg,791,232,61,61,3_24_n40,912
autosave01_02_2012_12_13_01.jpg,905,0,129,120,1_23,911
autosave01_02_2012_12_13_01.jpg,922,121,98,95,3_24_n40,912
autosave01_02_2012_12_13_07.jpg,725,357,18,18,5_19_1,913
autosave01_02_2012_12_13_08.jpg,733,353,20,19,5_19_1,913
autosave01_02_2012_12_13_09.jpg,750,330,23,24,5_19_1,913
autosave01_02_2012_12_13_10.jpg,782,287,31,32,5_19_1,913
autosave01_02_2012_12_13_11.jpg,852,222,43,43,5_19_1,913
autosave01_02_2012_12_13_11.jpg,366,396,22,22,5_19_1,914
autosave01_02_2012_12_13_12.jpg,1027,95,74,73,5_19_1,913
autosave01_02_2012_12_13_12.jpg,306,400,31,29,5_19_1,914
autosave01_02_2012_12_13_22.jpg,110,344,31,47,5_16,915
autosave01_02_2012_12_15_55.jpg,626,393,18,18,2_4,916
autosave01_02_2012_12_15_56.jpg,660,391,19,20,2_4,916
autosave01_02_2012_12_15_57.jpg,678,362,24,26,2_4,916
autosave01_02_2012_12_15_58.jpg,690,361,29,29,2_4,916
autosave01_02_2012_12_15_59.jpg,749,343,38,40,2_4,916
autosave01_02_2012_12_16_00.jpg,825,314,55,52,2_4,916
autosave01_02_2012_12_16_01.jpg,978,221,93,85,2_4,916
autosave01_02_2012_12_16_05.jpg,93,299,53,45,1_23,917
autosave01_02_2012_12_16_05.jpg,103,345,39,44,5_19_1,918
autosave01_02_2012_12_16_06.jpg,319,213,56,57,1_23,917
autosave01_02_2012_12_16_06.jpg,327,271,47,53,5_19_1,918
autosave01_02_2012_12_16_07.jpg,590,99,75,74,1_23,917
autosave01_02_2012_12_16_07.jpg,601,176,64,69,5_19_1,918
autosave01_02_2012_12_16_07.jpg,255,375,24,24,2_1,919
autosave01_02_2012_12_16_07.jpg,259,401,21,18,1_23,920
autosave01_02_2012_12_16_08.jpg,549,372,24,24,2_1,919
autosave01_02_2012_12_16_08.jpg,550,397,23,18,1_23,920
autosave01_02_2012_12_16_09.jpg,660,341,27,26,2_1,919
autosave01_02_2012_12_16_09.jpg,663,368,22,21,1_23,920
autosave01_02_2012_12_16_10.jpg,696,330,31,31,2_1,919
autosave01_02_2012_12_16_10.jpg,698,362,28,25,1_23,920
autosave01_02_2012_12_16_11.jpg,744,302,39,38,2_1,919
autosave01_02_2012_12_16_11.jpg,746,341,37,32,1_23,920
autosave01_02_2012_12_16_12.jpg,816,257,48,49,2_1,919
autosave01_02_2012_12_16_12.jpg,819,307,45,40,1_23,920
autosave01_02_2012_12_16_13.jpg,921,170,67,68,2_1,919
autosave01_02_2012_12_16_13.jpg,930,240,63,55,1_23,920
autosave01_02_2012_12_16_13.jpg,738,379,18,17,5_20,921
autosave01_02_2012_12_16_14.jpg,1175,79,104,92,1_23,920
autosave01_02_2012_12_16_14.jpg,754,363,21,21,5_20,921
autosave01_02_2012_12_16_15.jpg,775,351,25,26,5_20,921
autosave01_02_2012_12_16_16.jpg,818,329,34,36,5_20,921
autosave01_02_2012_12_16_17.jpg,922,271,54,49,5_20,921
autosave01_02_2012_12_16_17.jpg,773,319,25,23,1_23,922
autosave01_02_2012_12_16_17.jpg,675,374,18,17,1_23,923
autosave01_02_2012_12_16_18.jpg,1111,180,87,84,5_20,921
autosave01_02_2012_12_16_18.jpg,809,297,32,28,1_23,922
autosave01_02_2012_12_16_18.jpg,687,368,18,17,1_23,923
autosave01_02_2012_12_16_19.jpg,869,282,36,33,1_23,922
autosave01_02_2012_12_16_19.jpg,872,316,32,16,8_2_1,924
autosave01_02_2012_12_16_19.jpg,705,349,16,18,5_20,925
autosave01_02_2012_12_16_19.jpg,705,369,21,19,1_23,923
autosave01_02_2012_12_16_20.jpg,949,251,43,40,1_23,922
autosave01_02_2012_12_16_20.jpg,951,293,39,19,8_2_1,924
autosave01_02_2012_12_16_20.jpg,742,338,17,19,5_20,925
autosave01_02_2012_12_16_20.jpg,742,359,21,20,1_23,923
autosave01_02_2012_12_16_21.jpg,1016,214,49,46,1_23,922
autosave01_02_2012_12_16_21.jpg,1023,262,41,22,8_2_1,924
autosave01_02_2012_12_16_21.jpg,772,325,18,19,5_20,925
autosave01_02_2012_12_16_21.jpg,773,348,22,21,1_23,923
autosave01_02_2012_12_16_22.jpg,1051,173,57,49,1_23,922
autosave01_02_2012_12_16_22.jpg,1057,225,48,23,8_2_1,924
autosave01_02_2012_12_16_22.jpg,762,298,20,20,5_20,925
autosave01_02_2012_12_16_22.jpg,763,323,24,21,1_23,923
autosave01_02_2012_12_16_23.jpg,1107,153,66,60,1_23,922
autosave01_02_2012_12_16_23.jpg,1115,217,55,26,8_2_1,924
autosave01_02_2012_12_16_23.jpg,751,321,23,22,5_20,925
autosave01_02_2012_12_16_23.jpg,753,349,25,22,1_23,923
autosave01_02_2012_12_16_24.jpg,750,314,25,24,5_20,925
autosave01_02_2012_12_16_24.jpg,752,342,28,27,1_23,923
autosave01_02_2012_12_16_25.jpg,757,300,25,26,5_20,925
autosave01_02_2012_12_16_25.jpg,762,334,28,27,1_23,923
autosave01_02_2012_12_16_26.jpg,760,281,31,32,5_20,925
autosave01_02_2012_12_16_26.jpg,765,319,35,34,1_23,923
autosave01_02_2012_12_16_27.jpg,777,269,37,36,5_20,925
autosave01_02_2012_12_16_27.jpg,783,311,38,37,1_23,923
autosave01_02_2012_12_16_28.jpg,810,220,43,45,5_20,925
autosave01_02_2012_12_16_28.jpg,816,274,51,47,1_23,923
autosave01_02_2012_12_16_29.jpg,925,130,62,61,5_20,925
autosave01_02_2012_12_16_29.jpg,937,202,68,67,1_23,923
autosave01_02_2012_12_16_49.jpg,305,399,20,20,5_19_1,926
autosave01_02_2012_12_16_50.jpg,215,372,24,25,5_19_1,926
autosave01_02_2012_12_16_51.jpg,53,338,39,38,5_19_1,926
autosave01_02_2012_12_16_52.jpg,686,384,21,20,2_3,927
autosave01_02_2012_12_16_53.jpg,713,367,24,23,2_3,927
autosave01_02_2012_12_16_54.jpg,764,360,32,27,2_3,927
autosave01_02_2012_12_16_55.jpg,801,331,40,37,2_3,927
autosave01_02_2012_12_16_56.jpg,914,258,62,54,2_3,927
autosave01_02_2012_12_16_56.jpg,328,416,18,26,7_5,928
autosave01_02_2012_12_16_57.jpg,1205,112,74,93,2_3,927
autosave01_02_2012_12_16_57.jpg,661,381,18,18,5_20,929
autosave01_02_2012_12_16_57.jpg,303,419,20,30,7_5,928
autosave01_02_2012_12_16_58.jpg,646,370,19,20,5_20,929
autosave01_02_2012_12_16_58.jpg,216,410,23,34,7_5,928
autosave01_02_2012_12_16_59.jpg,538,373,21,22,5_20,929
autosave01_02_2012_12_17_00.jpg,237,361,26,27,5_20,929
autosave01_02_2012_12_17_02.jpg,1213,294,47,43,5_20,930
autosave01_02_2012_12_17_03.jpg,911,290,48,46,5_20,930
autosave01_02_2012_12_17_04.jpg,812,223,66,63,5_20,930
autosave01_02_2012_12_17_05.jpg,918,73,122,125,5_20,930
autosave01_02_2012_12_17_16.jpg,655,373,20,19,1_23,931
autosave01_02_2012_12_17_16.jpg,657,392,20,19,3_24_n40,932
autosave01_02_2012_12_17_17.jpg,670,345,23,23,1_23,931
autosave01_02_2012_12_17_17.jpg,671,368,24,24,3_24_n40,932
autosave01_02_2012_12_17_18.jpg,689,311,30,31,1_23,931
autosave01_02_2012_12_17_18.jpg,690,342,32,32,3_24_n40,932
autosave01_02_2012_12_17_19.jpg,729,265,44,42,1_23,931
autosave01_02_2012_12_17_19.jpg,734,306,44,43,3_24_n40,932
autosave01_02_2012_12_17_20.jpg,815,165,71,69,1_23,931
autosave01_02_2012_12_17_20.jpg,823,233,71,70,3_24_n40,932
autosave01_02_2012_12_17_23.jpg,421,339,22,22,1_16,933
autosave01_02_2012_12_17_23.jpg,425,367,20,20,3_24_n20,934
autosave01_02_2012_12_17_24.jpg,343,296,34,31,1_16,933
autosave01_02_2012_12_17_24.jpg,348,337,29,28,3_24_n20,934
autosave01_02_2012_12_17_25.jpg,212,205,52,49,1_16,933
autosave01_02_2012_12_17_25.jpg,220,266,46,46,3_24_n20,934
autosave01_02_2012_12_17_28.jpg,725,343,21,26,1_23,935
autosave01_02_2012_12_17_28.jpg,730,385,16,19,5_19_1,936
autosave01_02_2012_12_17_29.jpg,758,315,27,35,1_23,935
autosave01_02_2012_12_17_29.jpg,759,351,28,16,8_2_1,937
autosave01_02_2012_12_17_29.jpg,763,368,22,26,5_19_1,936
autosave01_02_2012_12_17_29.jpg,845,284,42,46,5_20,938
autosave01_02_2012_12_17_30.jpg,782,282,33,43,1_23,935
autosave01_02_2012_12_17_30.jpg,784,324,34,21,8_2_1,937
autosave01_02_2012_12_17_30.jpg,791,345,25,32,5_19_1,936
autosave01_02_2012_12_17_30.jpg,993,186,68,77,5_20,938
autosave01_02_2012_12_17_30.jpg,646,376,16,16,5_20,939
autosave01_02_2012_12_17_31.jpg,854,222,44,59,1_23,935
autosave01_02_2012_12_17_31.jpg,857,283,47,30,8_2_1,937
autosave01_02_2012_12_17_31.jpg,867,313,36,47,5_19_1,936
autosave01_02_2012_12_17_31.jpg,650,373,19,19,5_20,939
autosave01_02_2012_12_17_32.jpg,1022,88,63,102,1_23,935
autosave01_02_2012_12_17_32.jpg,1029,187,68,50,8_2_1,937
autosave01_02_2012_12_17_32.jpg,1046,238,50,74,5_19_1,936
autosave01_02_2012_12_17_32.jpg,669,357,23,25,5_20,939
autosave01_02_2012_12_17_33.jpg,702,353,28,28,5_20,939
autosave01_02_2012_12_17_34.jpg,739,320,37,36,5_20,939
autosave01_02_2012_12_17_35.jpg,750,286,50,50,5_20,939
autosave01_02_2012_12_17_36.jpg,745,190,74,75,5_20,939
autosave01_02_2012_12_17_37.jpg,782,0,139,125,5_20,939
autosave01_02_2012_12_17_40.jpg,760,387,18,20,5_19_1,940
autosave01_02_2012_12_17_41.jpg,767,370,21,22,5_19_1,940
autosave01_02_2012_12_17_42.jpg,698,364,23,23,5_19_1,940
autosave01_02_2012_12_17_43.jpg,678,350,27,30,5_19_1,940
autosave01_02_2012_12_17_44.jpg,693,324,33,35,5_19_1,940
autosave01_02_2012_12_17_45.jpg,736,276,50,51,5_19_1,940
autosave01_02_2012_12_17_46.jpg,844,153,98,92,5_19_1,940
autosave01_02_2012_12_18_00.jpg,648,364,23,22,5_19_1,941
autosave01_02_2012_12_18_00.jpg,665,343,28,25,2_4,942
autosave01_02_2012_12_18_00.jpg,671,369,24,25,8_13,943
autosave01_02_2012_12_18_00.jpg,389,394,18,18,5_19_1,944
autosave01_02_2012_12_18_01.jpg,688,325,36,31,2_4,942
autosave01_02_2012_12_18_01.jpg,696,357,33,33,8_13,943
autosave01_02_2012_12_18_01.jpg,346,393,22,22,5_19_1,944
autosave01_02_2012_12_18_02.jpg,694,304,45,42,5_19_1,941
autosave01_02_2012_12_18_02.jpg,730,263,55,46,2_4,942
autosave01_02_2012_12_18_02.jpg,742,308,49,46,8_13,943
autosave01_02_2012_12_18_02.jpg,297,365,25,26,5_19_1,944
autosave01_02_2012_12_18_03.jpg,766,223,70,66,5_19_1,941
autosave01_02_2012_12_18_03.jpg,834,138,87,79,2_4,942
autosave01_02_2012_12_18_03.jpg,856,218,85,80,8_13,943
autosave01_02_2012_12_18_03.jpg,205,344,35,36,5_19_1,944
autosave01_02_2012_12_18_04.jpg,29,306,53,54,5_19_1,944
autosave01_02_2012_12_18_05.jpg,98,380,17,29,5_19_1,945
autosave01_02_2012_12_18_22.jpg,668,370,17,18,1_16,946
autosave01_02_2012_12_18_23.jpg,685,350,20,20,1_16,946
autosave01_02_2012_12_18_23.jpg,688,370,17,17,3_24_n20,947
autosave01_02_2012_12_18_24.jpg,707,337,26,24,1_16,946
autosave01_02_2012_12_18_24.jpg,711,362,20,18,3_24_n20,947
autosave01_02_2012_12_18_27.jpg,890,183,65,60,1_16,946
autosave01_02_2012_12_18_27.jpg,902,244,52,47,3_24_n20,947
autosave01_02_2012_12_18_39.jpg,648,363,24,20,2_1,948
autosave01_02_2012_12_18_39.jpg,653,380,19,19,5_19_1,949
autosave01_02_2012_12_18_40.jpg,654,343,29,24,2_1,948
autosave01_02_2012_12_18_40.jpg,659,365,22,20,5_19_1,949
autosave01_02_2012_12_18_41.jpg,665,309,36,30,2_1,948
autosave01_02_2012_12_18_41.jpg,672,336,29,27,5_19_1,949
autosave01_02_2012_12_18_42.jpg,699,264,49,41,2_1,948
autosave01_02_2012_12_18_42.jpg,709,298,41,38,5_19_1,949
autosave01_02_2012_12_18_42.jpg,335,390,23,23,5_19_1,950
autosave01_02_2012_12_18_43.jpg,786,214,63,60,5_19_1,949
autosave01_02_2012_12_18_43.jpg,288,368,25,26,5_19_1,950
autosave01_02_2012_12_18_44.jpg,978,22,128,115,5_19_1,949
autosave01_02_2012_12_18_44.jpg,211,361,32,31,5_19_1,950
autosave01_02_2012_12_18_47.jpg,336,398,18,21,5_19_1,951
autosave01_02_2012_12_18_48.jpg,248,374,27,30,5_19_1,951
autosave01_02_2012_12_18_49.jpg,59,340,40,44,5_19_1,951
autosave01_02_2012_12_18_57.jpg,738,320,32,31,5_19_1,952
autosave01_02_2012_12_18_58.jpg,866,249,57,55,5_19_1,952
autosave01_02_2012_12_18_59.jpg,711,342,25,26,1_16,953
autosave01_02_2012_12_18_59.jpg,713,369,22,22,3_24_n20,954
autosave01_02_2012_12_19_00.jpg,730,272,22,33,5_16,955
autosave01_02_2012_12_19_00.jpg,752,282,35,37,1_16,953
autosave01_02_2012_12_19_00.jpg,756,321,30,30,3_24_n20,954
autosave01_02_2012_12_19_01.jpg,819,184,37,54,5_16,955
autosave01_02_2012_12_19_01.jpg,885,177,65,70,1_16,953
autosave01_02_2012_12_19_01.jpg,888,247,61,56,3_24_n20,954
autosave01_02_2012_12_19_13.jpg,718,367,21,20,2_4,956
autosave01_02_2012_12_19_14.jpg,722,360,25,23,2_4,956
autosave01_02_2012_12_19_15.jpg,732,327,33,28,2_4,956
autosave01_02_2012_12_19_16.jpg,766,287,47,44,2_4,956
autosave01_02_2012_12_19_17.jpg,840,194,78,67,2_4,956
autosave01_02_2012_12_19_18.jpg,1031,1,147,130,2_4,956
autosave01_02_2012_12_19_29.jpg,650,360,25,23,1_22,957
autosave01_02_2012_12_19_30.jpg,692,318,36,33,1_22,957
autosave01_02_2012_12_19_31.jpg,776,248,54,50,1_22,957
autosave01_02_2012_12_19_32.jpg,1057,4,115,105,1_22,957
autosave01_02_2012_12_19_39.jpg,583,398,18,19,5_19_1,958
autosave01_02_2012_12_19_40.jpg,709,347,25,26,5_19_1,958
autosave01_02_2012_12_19_41.jpg,897,293,41,43,5_19_1,958
autosave01_02_2012_12_19_55.jpg,970,371,19,24,3_27,959
autosave01_02_2012_12_19_56.jpg,814,383,21,26,3_27,959
autosave01_02_2012_12_19_57.jpg,772,362,25,31,3_27,959
autosave01_02_2012_12_19_58.jpg,764,329,37,41,3_27,959
autosave01_02_2012_12_19_59.jpg,860,236,70,74,3_27,959
autosave01_02_2012_12_20_00.jpg,611,353,17,21,3_27,960
autosave01_02_2012_12_20_01.jpg,660,318,21,28,3_27,960
autosave01_02_2012_12_20_02.jpg,793,223,33,46,3_27,960
autosave01_02_2012_12_20_02.jpg,795,272,36,22,8_4_1,961
autosave01_02_2012_12_20_02.jpg,797,296,37,21,8_2_1,962
autosave01_02_2012_12_20_24.jpg,599,384,20,19,2_1,963
autosave01_02_2012_12_20_25.jpg,613,381,23,23,2_1,963
autosave01_02_2012_12_20_26.jpg,629,356,32,32,2_1,963
autosave01_02_2012_12_20_27.jpg,660,312,44,48,2_1,963
autosave01_02_2012_12_20_28.jpg,718,235,87,90,2_1,963
autosave01_02_2012_12_33_54.jpg,374,383,21,22,2_5,964
autosave01_02_2012_12_33_55.jpg,295,343,26,27,2_5,964
autosave01_02_2012_12_33_56.jpg,181,279,40,39,2_5,964
autosave01_02_2012_12_35_27.jpg,637,372,18,18,3_24_n20,965
autosave01_02_2012_12_35_27.jpg,638,393,20,21,1_16,966
autosave01_02_2012_12_35_28.jpg,646,345,23,25,3_24_n20,965
autosave01_02_2012_12_35_28.jpg,645,374,28,26,1_16,966
autosave01_02_2012_12_35_29.jpg,685,318,36,37,3_24_n20,965
autosave01_02_2012_12_35_29.jpg,686,357,46,40,1_16,966
autosave01_02_2012_12_35_30.jpg,790,248,63,61,3_24_n20,965
autosave01_02_2012_12_35_30.jpg,796,309,72,66,1_16,966
autosave01_02_2012_12_37_05.jpg,686,364,30,26,2_4,967
autosave01_02_2012_12_37_06.jpg,711,351,38,32,2_4,967
autosave01_02_2012_12_37_08.jpg,820,245,80,72,2_4,968
autosave01_02_2012_12_37_09.jpg,910,165,125,106,2_4,968
autosave01_02_2012_12_38_38.jpg,696,377,20,20,5_19_1,969
autosave01_02_2012_12_38_39.jpg,727,352,25,25,5_19_1,969
autosave01_02_2012_12_38_40.jpg,798,319,38,35,5_19_1,969
autosave01_02_2012_12_38_41.jpg,1001,204,79,70,5_19_1,969
autosave01_02_2012_12_38_42.jpg,853,297,18,27,5_16,970
autosave01_02_2012_12_38_43.jpg,1018,228,33,47,5_16,970
autosave01_02_2012_12_38_50.jpg,751,363,19,19,3_24_n60,971
autosave01_02_2012_12_38_51.jpg,829,330,30,29,3_24_n60,971
autosave01_02_2012_12_38_52.jpg,1033,232,51,51,3_24_n60,971
autosave01_02_2012_12_38_52.jpg,1046,286,52,29,8_2_1,972
autosave01_02_2012_12_40_09.jpg,702,376,20,19,5_19_1,973
autosave01_02_2012_12_40_11.jpg,905,276,57,53,5_19_1,973
autosave01_02_2012_12_40_11.jpg,754,325,18,25,5_16,974
autosave01_02_2012_12_40_12.jpg,838,272,25,37,5_16,974
autosave01_02_2012_12_40_13.jpg,1100,82,58,79,5_16,974
autosave01_02_2012_12_40_44.jpg,649,341,19,17,5_19_1,975
autosave01_02_2012_12_40_44.jpg,609,371,17,16,1_17,976
autosave01_02_2012_12_40_48.jpg,647,342,17,18,5_19_1,975
autosave01_02_2012_12_40_48.jpg,609,371,17,16,1_17,976
autosave01_02_2012_12_40_49.jpg,659,326,21,22,5_19_1,975
